390,15.79148247863248
392,40.700883760683766
394,50.14427564102564
396,68.52786111111112
398,56.11618504273506
400,103.82581282051282
402,78.07164914529915
404,177.98619102564103
406,219.32179829059828
408,289.9396829059829
410,406.94987008547014
412,395.3162888888889
414,616.5244555555556
416,722.4950803418803
417,736.5703512820513
418,804.7021559829061
419,907.7845897435898
420,979.6427995726497
421,1078.5301811965815
422,1233.1483200854702
423,1336.9204303418803
424,1455.3205991452992
425,1544.0803089743592
426,1704.110856837607
427,1814.5844679487177
428,1968.357416666667
429,2024.9933517094018
430,2225.431130341881
431,2358.396441452992
432,2470.9319743589745
433,2628.5775952991453
434,2762.060682051282
435,2906.626898717949
436,3050.464576923077
437,3190.5029961538457
438,3324.0236615384615
439,3460.0545269230765
440,3600.26770982906
441,3728.2678700854703
442,3864.6621820512823
443,4039.836326495727
444,4192.797122649573
445,4347.459256837607
446,4455.007065384616
447,4655.472847008548
448,4836.076972222223
449,4975.263817521368
450,5106.253881196581
451,5280.923214957265
452,5436.288352564103
453,5586.3628004273505
454,5716.889482051282
455,5890.46739017094
456,6051.8298735042745
457,6207.005966239316
458,6352.590195299145
459,6472.1822846153855
460,6640.101745726495
461,6803.122986752137
462,7002.4115897435895
463,7173.339875213675
464,7315.025140170939
465,7466.202135897436
466,7610.564434188034
467,7752.3677
468,7894.2178239316245
469,8023.166071367523
470,8179.589728632479
471,8324.38404957265
472,8460.743579914531
473,8592.80447008547
474,8648.279942735044
475,8856.03416923077
476,9010.155855555557
477,9193.165473931625
478,9329.593251282053
479,9488.510589743591
480,9687.818771794871
481,9824.33792905983
482,9968.19452820513
483,10126.075295299146
484,10232.215451709402
485,10438.813427777777
486,10545.22607863248
487,10792.26471794872
488,10960.895573504275
489,11106.585825641027
490,11273.154726495728
491,11444.260408119659
492,11615.215709401711
493,11784.267991880342
494,11938.804787179488
495,12099.382726068376
496,12245.16008034188
497,12251.49500854701
498,12519.266753418804
499,12711.045092307695
500,12717.004925213678
501,13008.139885042736
502,13166.318352564103
503,13193.9782991453
504,13337.17644957265
505,13474.142667521368
506,13623.6063474359
507,13764.178073931625
508,13936.872193162393
509,14068.30165042735
