410,58.07938889
,
411,88.25779487
,
412,110.3115491
,
413,163.7013419
,
414,223.0683419
,
415,270.1610812
,
416,303.1383056
,
417,320.6984188
,
418,412.2900833
,
419,526.5768397
,
420,585.947953
,
421,650.0886239
,
422,735.2157436
,
423,801.3672991
,
424,898.6627222
,
425,994.7440791
,
426,1073.712186
,
427,1138.873765
,
428,1228.378532
,
429,1344.05063
,
430,1501.574368
,
431,1610.690442
,
432,1690.579259
,
433,1784.226889
,
434,1929.113906
,
435,2112.301842
,
436,2157.591498
,
437,2346.999487
,
438,2502.049188
,
439,2649.88491
,
440,2695.034222
,
441,2823.321323
,
442,2992.635274
,
443,3114.297577
,
444,3186.603374
,
445,3265.035442
,
446,3561.535953
,
447,3558.415808
,
448,3809.314878
,
449,4000.064444
,
450,4196.666175
,
451,4220.240844
,
452,4381.050408
,
453,4558.350147
,
454,4718.511957
,
455,5013.478885
,
456,5070.944248
,
457,5327.451156
,
458,5430.985553
,
459,5446.991517
,
460,5940.045551
,
461,6079.034335
,
462,6172.822145
,
463,6163.026528
,
464,6239.139218
,
465,6365.260776
,
466,6554.779823
,
467,6732.253799
,
468,6724.073372
,
469,6953.967566
,
470,7043.324256
,
471,7321.215447
,
472,7328.890603
,
473,7722.649024
,
474,7850.882981
,
475,7722.50835
,
476,7706.064573
,
477,7963.212983
,
478,8440.646382
,
479,8365.173056
,
480,8268.183329
,
481,8564.912865
,
482,8772.844126
,
483,9072.429244
,
484,8775.475288
,
485,9068.156731
,
486,9098.748765
,
487,9228.483235
,
488,9775.068064
,
489,9886.609474
,
490,9925.262652
,
491,9823.978694
,
492,10133.35416
,
493,10605.07969
,
494,10504.59091
,
495,10579.61523
,
496,10878.26319
,
497,10685.69869
,
498,10937.18431
,
499,11307.18149
,
500,11392.25003
,
501,11563.3034
,
502,11372.28219
,
503,11460.40079
,
504,12176.01494
,
505,11857.43155
,
506,11975.6634
,
507,11892.81996
,
508,12315.67204
,
509,12460.86656
,
510,11797.53789
,
511,12193.90822
,
512,11676.44881
,
513,11773.2564
,
514,11906.15182
,
515,11807.98801
,
516,12207.18348
,
517,11956.64654
,
518,12066.63446
,
519,12436.54526
,
520,12427.87634
,
521,12632.03131
,
522,12613.54736
,
523,12825.84689
,
524,12819.83744
,
525,12691.79697
,
526,13122.53234
,
527,12901.65487
,
528,12924.08524
,
529,13839.19651
